Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Price,Ward/Commune,District,Province
92.0,5.0,6.0,3.0,4.0,4.0,6.95,Hòa Minh,Liên Chiểu,Đà Nẵng
90.0,6.0,30.0,3.0,4.0,4.0,5.95,Phú Hữu,Quận 9,Hồ Chí Minh
102.6,7.0,3.0,1.0,2.0,2.0,5.6,Tân Phú,Quận 7,Hồ Chí Minh
150.0,7.5,5.5,3.0,4.0,4.0,5.0,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng
62.0,4.3,,5.0,5.0,,8.9,13,Phú Nhuận,Hồ Chí Minh
180.0,,,,,,10.0,Đông Hải,Thanh Hóa,Thanh Hóa.
198.5,9.0,10.0,2.0,4.0,3.0,8.0,Bửu Long,Biên Hòa,Đồng Nai
150.0,10.0,,5.0,,,10.0,Đông Hải,Thanh Hóa,Thanh Hóa.
60.0,4.0,8.0,3.0,4.0,5.0,7.45,Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
56.0,6.0,,4.0,4.0,4.0,7.15,Thanh Lương,Hai Bà Trưng,Hà Nội
54.0,4.85,2.0,2.0,3.0,2.0,7.5,Cầu Kho,Quận 1,Hồ Chí Minh
30.0,3.25,,5.0,3.0,4.0,4.25,Dương Nội,Hà Đông,Hà Nội
78.5,,,4.0,,,4.9,12,Vũng Tàu,Bà Rịa Vũng Tàu
75.0,5.0,12.0,3.0,4.0,4.0,4.25,Dương Quan,Thủy Nguyên,Hải Phòng
108.0,,,,,,7.7,An Bình,Dĩ An,Bình Dương
59.0,5.0,5.0,3.0,9.0,9.0,6.0,13,Tân Bình,Hồ Chí Minh
100.0,,,,,,7.0,Thạnh Xuân,Quận 12,Hồ Chí Minh
400.0,,,2.0,2.0,,8.0,Gành Dầu,Phú Quốc,Kiên Giang
58.0,4.0,4.0,,5.0,5.0,6.2,13,Gò Vấp,Hồ Chí Minh
32.0,,,5.0,3.0,,5.5,Hàng Bột,Đống Đa,Hà Nội
30.0,3.8,2.0,5.0,3.0,3.0,4.6,Thanh Trì,Hoàng Mai,Hà Nội
40.0,,,1.0,2.0,2.0,1.3,Lê Minh Xuân,Bình Chánh,Hồ Chí Minh
37.0,,,5.0,3.0,4.0,7.3,Bồ Đề,Long Biên,Hà Nội
75.0,6.0,,5.0,,,10.0,Nghĩa Trụ,Văn Giang,Hưng Yên
60.0,4.0,13.0,5.0,7.0,4.0,8.6,Nghĩa Trụ,Văn Giang,Hưng Yên
100.0,36.0,36.0,3.0,4.0,2.0,5.0,Hòa Phú,Thủ Dầu Một,Bình Dương
127.0,4.5,,2.0,3.0,2.0,8.45,Bình Trị Đông B,Bình Tân,Hồ Chí Minh
48.0,4.0,,3.0,4.0,3.0,5.0,15,Tân Bình,Hồ Chí Minh
90.8,6.0,16.0,4.0,5.0,6.0,8.5,Vĩnh Hiệp,Nha Trang,Khánh Hòa
39.0,4.5,50.0,6.0,3.0,4.0,7.5,Minh Khai,Hai Bà Trưng,Hà Nội
54.0,,,2.0,,,4.1,15,Tân Bình,Hồ Chí Minh
40.0,3.4,,4.0,4.0,5.0,8.15,Dịch Vọng,Cầu Giấy,Hà Nội
35.0,3.6,4.0,3.0,3.0,2.0,3.75,16,Quận 4,Hồ Chí Minh
80.0,4.0,3.5,2.0,2.0,,2.5,Hòa An,Cẩm Lệ,Đà Nẵng
98.7,6.0,3.0,2.0,7.0,4.0,5.2,Tân Phú,Quận 7,Hồ Chí Minh
70.0,5.0,11.5,4.0,,,5.6,Quang Minh,Mê Linh,Hà Nội
75.0,5.0,30.0,2.0,3.0,2.0,1.68,Cần Giuộc,Cần Giuộc,Long An
105.0,6.0,13.0,,,,9.8,Nghĩa Trụ,Văn Giang,Hưng Yên
54.0,3.8,4.0,2.0,2.0,2.0,5.65,Phú Thọ Hòa,Tân Phú,Hồ Chí Minh
36.0,4.0,5.0,3.0,3.0,3.0,3.0,Đông La,Hoài Đức,Hà Nội
70.0,5.0,,5.0,7.0,8.0,6.9,24,Bình Thạnh,Hồ Chí Minh
60.0,,,3.0,4.0,4.0,3.7,Bình Chuẩn,Thuận An,Bình Dương
32.0,,12.0,5.0,5.0,5.0,9.5,Ngọc Khánh,Ba Đình,Hà Nội
60.0,4.0,5.0,3.0,4.0,3.0,5.2,Tam Bình,Thủ Đức,Hồ Chí Minh
33.0,3.3,2.0,5.0,3.0,3.0,7.5,Thụy Khuê,Tây Hồ,Hà Nội
49.5,4.5,4.3,3.0,2.0,2.0,4.15,8,Quận 4,Hồ Chí Minh
33.0,4.5,2.5,5.0,3.0,4.0,3.65,Yên Nghĩa,Hà Đông,Hà Nội
105.0,7.0,15.0,4.0,6.0,4.0,6.7,Ba Sao,Kim Bảng,Hà Nam
60.0,5.0,7.5,4.0,,,3.16,Quảng Thắng,Thanh Hóa,Thanh Hóa
83.0,5.0,20.5,4.0,,,6.0,Quảng Hùng,Sầm Sơn,Thanh Hóa
151.0,,,2.0,2.0,3.0,5.7,6,Quận 8,Hồ Chí Minh
68.0,4.5,,3.0,4.0,4.0,6.7,An Lạc A,Bình Tân,Hồ Chí Minh
41.5,6.0,,5.0,,,4.9,Liên Mạc,Bắc Từ Liêm,Hà Nội
56.0,4.0,13.0,5.0,7.0,4.0,7.5,Long Hưng,Văn Giang,Hưng Yên
66.0,6.0,8.0,,5.0,4.0,9.9,15,Quận 10,Hồ Chí Minh
36.0,4.0,,3.0,4.0,3.0,3.5,16,Quận 8,Hồ Chí Minh
40.0,,,4.0,4.0,,8.5,Phúc Xá,Ba Đình,Hà Nội
120.0,,26.0,3.0,,,7.54,Phù Chẩn,Từ Sơn,Bắc Ninh
45.0,,3.0,4.0,5.0,4.0,6.0,Vĩnh Tuy,Hai Bà Trưng,Hà Nội
123.0,11.0,60.0,3.0,,,5.7,Long Hưng,Biên Hòa,Đồng Nai
40.0,4.4,,4.0,3.0,3.0,9.9,Quan Hoa,Cầu Giấy,Hà Nội
78.0,6.0,13.0,5.0,9.0,8.0,9.45,Nghĩa Trụ,Văn Giang,Hưng Yên
78.0,6.0,13.0,5.0,8.0,4.0,9.29,Nghĩa Trụ,Văn Giang,Hưng Yên
129.5,,,2.0,,,5.1,An Phú,Thuận An,Bình Dương
33.0,4.0,4.0,5.0,4.0,4.0,5.0,Đại Mỗ,Nam Từ Liêm,Hà Nội
75.0,5.0,8.0,2.0,3.0,2.0,2.25,Bình Chánh,Bình Chánh,Hồ Chí Minh
34.0,5.0,2.0,5.0,3.0,4.0,5.95,Ngọc Khánh,Ba Đình,Hà Nội
45.0,3.5,7.0,4.0,5.0,4.0,4.5,Tây Mỗ,Nam Từ Liêm,Hà Nội
28.0,3.5,7.0,,,,2.68,Bình Hưng Hòa B,Bình Tân,Hồ Chí Minh
37.0,,,3.0,2.0,,5.5,Khương Đình,Thanh Xuân,Hà Nội
38.0,,,5.0,4.0,5.0,9.1,12,Tân Bình,Hồ Chí Minh
54.0,,5.0,4.0,4.0,5.0,6.2,15,Tân Bình,Hồ Chí Minh
35.0,3.5,,5.0,,,5.1,Yên Phụ,Tây Hồ,Hà Nội
58.0,,,4.0,2.0,3.0,5.6,Minh Khai,Hai Bà Trưng,Hà Nội
45.0,4.0,5.0,2.0,,,3.5,Kiêu Kỵ,Gia Lâm,Hà Nội
45.0,6.2,4.0,5.0,5.0,5.0,7.68,Trung Liệt,Đống Đa,Hà Nội
126.2,5.6,12.0,1.0,2.0,1.0,6.9,Tân Chánh Hiệp,Quận 12,Hồ Chí Minh
173.0,5.0,5.0,,2.0,,2.4,Tân Đông Hiệp,Dĩ An,Bình Dương
55.0,,3.5,4.0,5.0,4.0,5.5,Thượng Thanh,Long Biên,Hà Nội
75.0,5.0,7.0,5.0,5.0,5.0,8.8,Hạ Lý,Hồng Bàng,Hải Phòng
68.0,4.0,3.0,2.0,6.0,6.0,4.95,1,Quận 8,Hồ Chí Minh
44.0,3.5,5.0,3.0,4.0,3.0,3.8,Linh Đông,Thủ Đức,Hồ Chí Minh
35.0,,,5.0,3.0,,4.7,Kiến Hưng,Hà Đông,Hà Nội
90.0,,8.0,1.0,3.0,2.0,2.13,Bửu Long,Biên Hòa,Đồng Nai
35.0,,,4.0,4.0,3.0,3.3,Phú Lãm,Hà Đông,Hà Nội
30.0,,,5.0,3.0,,3.88,Thanh Xuân Trung,Thanh Xuân,Hà Nội
36.0,,5.0,5.0,4.0,4.0,5.65,Đại Mỗ,Nam Từ Liêm,Hà Nội
38.0,,,6.0,4.0,3.0,6.25,Nhân Chính,Thanh Xuân,Hà Nội
37.0,,3.0,5.0,4.0,4.0,6.5,Quang Trung,Đống Đa,Hà Nội
70.0,,,5.0,5.0,5.0,6.01,12,Gò Vấp,Hồ Chí Minh
72.0,,,2.0,6.0,4.0,6.75,13,Quận 6,Hồ Chí Minh
41.0,,2.8,5.0,3.0,4.0,5.7,Bồ Đề,Long Biên,Hà Nội
80.0,5.0,2.0,5.0,5.0,6.0,9.5,Ngọc Hà,Ba Đình,Hà Nội
98.0,6.0,5.0,2.0,3.0,2.0,9.6,Nhật Tân,Tây Hồ,Hà Nội
60.0,4.0,9.0,3.0,5.0,5.0,7.6,Bình Trị Đông A,Bình Tân,Hồ Chí Minh
120.0,,20.0,2.0,3.0,3.0,3.5,Tiến Thành,Phan Thiết,Bình Thuận
82.5,,,2.0,3.0,2.0,4.8,Nhà Bè,Nhà Bè,Hồ Chí Minh
40.0,4.2,,5.0,6.0,4.0,4.7,Phúc La,Hà Đông,Hà Nội
81.0,4.5,9.0,5.0,5.0,5.0,5.8,Nội Duệ,Tiên Du,Bắc Ninh
35.0,4.0,4.0,3.0,4.0,3.0,2.4,Phụng Châu,Chương Mỹ,Hà Nội
157.0,10.0,3.0,4.0,7.0,7.0,10.0,27,Bình Thạnh,Hồ Chí Minh
41.0,,,4.0,4.0,3.0,5.15,Kiến Hưng,Hà Đông,Hà Nội
310.0,9.1,,,,,3.8,Tiến Lợi,Phan Thiết,Bình Thuận
66.0,4.1,7.0,4.0,5.0,6.0,6.8,Bình Trị Đông,Bình Tân,Hồ Chí Minh
60.0,4.0,3.0,3.0,4.0,6.0,4.8,Tân Phú,Quận 7,Hồ Chí Minh
80.0,5.0,20.0,5.0,,,10.0,Nghĩa Trụ,Văn Giang,Hưng Yên
80.0,8.0,,4.0,4.0,3.0,4.8,Ngọc Hồi,Thanh Trì,Hà Nội
85.0,5.0,6.0,3.0,4.0,4.0,5.99,Tân Chánh Hiệp,Quận 12,Hồ Chí Minh
96.0,8.0,20.0,3.0,5.0,4.0,5.5,Tân Trào,Sơn Dương,Tuyên Quang
49.1,3.86,50.0,2.0,3.0,2.0,3.5,Tam Bình,Thủ Đức,Hồ Chí Minh
60.0,,,,,,10.0,Nghĩa Trụ,Văn Giang,Hưng Yên
50.0,,,5.0,,,8.7,Dịch Vọng,Cầu Giấy,Hà Nội
85.0,,,3.0,3.0,4.0,4.0,Bình Chánh,Bình Chánh,Hồ Chí Minh
70.0,7.0,2.5,4.0,4.0,4.0,9.8,Nhân Chính,Thanh Xuân,Hà Nội
111.4,,,4.0,,,6.9,Phú Hài,Phan Thiết,Bình Thuận
37.0,4.6,3.5,6.0,4.0,3.0,7.5,Trương Định,Hai Bà Trưng,Hà Nội
160.0,6.0,20.0,2.0,4.0,3.0,4.55,Tiến Thành,Phan Thiết,Bình Thuận
37.0,3.8,3.0,6.0,3.0,4.0,8.0,Khương Đình,Thanh Xuân,Hà Nội
177.0,17.0,13.0,2.0,5.0,7.0,6.8,Vĩnh Hiệp,Nha Trang,Khánh Hòa.
31.0,5.1,,3.0,4.0,3.0,5.6,Đội Cấn,Ba Đình,Hà Nội
56.5,,,3.0,4.0,3.0,4.7,16,Quận 4,Hồ Chí Minh
90.0,,,3.0,4.0,3.0,3.0,Lương Hòa,Bến Lức,Long An
36.0,4.5,20.0,4.0,3.0,4.0,4.0,Kiến Hưng,Quận Hà Đông,Hà Nội
60.0,4.0,20.0,5.0,6.0,4.0,8.6,Nghĩa Trụ,Văn Giang,Hưng Yên
47.0,3.5,,4.0,3.0,3.0,6.45,La Khê,Hà Đông,Hà Nội
44.0,4.5,10.0,4.0,3.0,3.0,8.5, Hòa Thuận Đông,Hải Châu,Đà Nẵng
114.0,,,4.0,,,9.2,Hòa Phú,Thủ Dầu Một,Bình Dương
36.0,,,5.0,3.0,3.0,6.05,Thanh Xuân Nam,Thanh Xuân,Hà Nội
245.0,,12.0,1.0,,,7.6,Trường Thạnh,Thủ Đức,Hồ Chí Minh
38.0,,,5.0,,,4.5,Thạch Bàn,Long Biên,Hà Nội
62.12,5.5,,3.0,2.0,2.0,5.7,Tấn Tài,Phan Rang - Tháp Chàm,Ninh Thuận
63.0,4.7,3.0,4.0,4.0,3.0,8.6,Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội
32.0,,,6.0,3.0,,6.5,Khương Thượng,Đống Đa,Hà Nội
21.0,,5.0,3.0,2.0,2.0,1.53,Nhà Bè,Nhà Bè,Hồ Chí Minh
31.0,,,5.0,3.0,4.0,9.5,Kim Mã,Ba Đình,Hà Nội
36.0,,,4.0,5.0,4.0,6.25,5,Phú Nhuận,Hồ Chí Minh
120.0,,56.0,3.0,,,8.6,Phù Chẩn,Từ Sơn,Bắc Ninh
32.0,3.0,2.3,5.0,5.0,3.0,3.7,Phú Lương,Hà Đông,Hà Nội
48.0,,,5.0,,,5.5,Long Hưng,Văn Giang,Hưng Yên
45.0,,,,,1.0,5.9,Long Thạnh Mỹ,Quận 9,Hồ Chí Minh
55.0,,,5.0,4.0,4.0,9.29,Ngọc Lâm,Long Biên,Hà Nội
41.0,4.5,,5.0,,,6.6,Quan Hoa,Cầu Giấy,Hà Nội
41.5,4.0,6.0,4.0,5.0,3.0,7.7,14,Gò Vấp,Hồ Chí Minh
68.0,,15.0,,,,4.6,Đồng Hòa,Kiến An,Hải Phòng
35.0,,,5.0,2.0,2.0,6.85,Đội Cấn,Ba Đình,Hà Nội
90.0,,,3.0,4.0,,8.7,Hòa Phú,Thủ Dầu Một,Bình Dương
160.0,8.0,13.0,2.0,3.0,3.0,4.65,Tiến Thành,Phan Thiết,Bình Thuận
175.0,10.0,9.0,3.0,5.0,3.0,9.1,Trung Đô,Vinh,Nghệ An
30.5,4.0,3.0,4.0,3.0,3.0,2.65,Đông La,Hoài Đức,Hà Nội
127.0,9.0,5.0,1.0,2.0,1.0,2.16,Cẩm Thuỷ,Cẩm Phả,Quảng Ninh
120.0,5.0,,2.0,3.0,3.0,4.55,Khuê Trung,Cẩm Lệ,Đà Nẵng
50.0,4.0,6.0,4.0,4.0,3.0,3.7,Hùng Vương,Hồng Bàng,Hải Phòng
60.0,10.0,10.0,3.0,5.0,3.0,9.99,12,Tân Bình,Hồ Chí Minh
91.0,4.0,5.0,4.0,4.0,4.0,9.3,8,Gò Vấp,Hồ Chí Minh
27.0,3.0,3.0,3.0,4.0,2.0,1.99,Nhà Bè,Nhà Bè,Hồ Chí Minh
74.0,,,5.0,7.0,,5.5,Đại Mỗ,Nam Từ Liêm,Hà Nội.
32.0,3.5,3.0,4.0,3.0,3.0,3.95,Thượng Thanh,Long Biên,Hà Nội
52.0,4.6,6.0,4.0,4.0,4.0,8.6,Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội
50.0,4.0,3.0,3.0,3.0,3.0,2.75,Đằng Giang,Ngô Quyền,Hải Phòng
36.0,4.0,3.0,5.0,4.0,4.0,2.8,Tả Thanh Oai,Thanh Trì,Hà Nội
50.0,5.0,2.0,6.0,4.0,5.0,6.5,Phúc Lợi,Long Biên,Hà Nội
70.0,4.5,2.5,5.0,5.0,5.0,10.0,Bưởi,Tây Hồ,Hà Nội
97.3,5.0,,3.0,3.0,3.0,3.49,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng
90.0,6.0,15.0,5.0,5.0,5.0,8.79,Nghĩa Trụ,Văn Giang,Hưng Yên
50.0,,,6.0,4.0,5.0,7.55,Đồng Tâm,Hai Bà Trưng,Hà Nội
35.0,,,6.0,4.0,5.0,7.8,Đức Giang,Long Biên,Hà Nội
45.0,4.0,2.0,2.0,3.0,2.0,1.49,Đằng Giang,Ngô Quyền,Hải Phòng
80.0,4.0,5.0,2.0,3.0,4.0,4.25,Tân Thới Nhì,Hóc Môn,Hồ Chí Minh
34.0,,,5.0,4.0,,4.3,Tả Thanh Oai,Thanh Trì,Hà Nội
60.0,,,3.0,3.0,2.0,5.9,12,Gò Vấp,Hồ Chí Minh
34.0,,,5.0,3.0,4.0,3.3,Phú Lãm,Hà Đông,Hà Nội
160.0,8.0,13.0,3.0,4.0,4.0,6.2,Long Hưng,Biên Hòa,Đồng Nai
51.0,,,,,,1.85,Bửu Long,Biên Hòa,Đồng Nai
68.0,,3.0,,6.0,6.0,4.95,1,Quận 8,Hồ Chí Minh
60.0,,,,,,5.0,Hải Hòa,Móng Cái,Quảng Ninh
36.0,4.0,3.5,5.0,3.0,4.0,4.55,La Phù,Hoài Đức,Hà Nội
110.0,,,3.0,3.0,3.0,5.9,Hiệp Thành,Thủ Dầu Một,Bình Dương
42.0,4.0,4.0,2.0,2.0,2.0,1.9,Tân Tạo,Bình Tân,Hồ Chí Minh
75.0,5.0,,4.0,,,4.3,Phù Chẩn,Từ Sơn,Bắc Ninh
35.0,,3.0,4.0,4.0,3.0,3.4,Phú Lãm,Hà Đông,Hà Nội
37.0,5.0,8.0,4.0,3.0,3.0,3.4,Chúc Sơn,Chương Mỹ,Hà Nội
55.0,,,2.0,3.0,2.0,4.75,Tân Thuận Tây,Quận 7,Hồ Chí Minh
56.0,5.2,,4.0,2.0,3.0,6.1,Ngọc Thụy,Long Biên,Hà Nội
200.0,2.0,6.0,4.0,5.0,3.0,6.0,Trường Thi,Thanh Hóa,Thanh Hóa.
76.0,,,,2.0,2.0,2.22,Hưng Thạnh,Cái Răng,Cần Thơ
38.0,,,4.0,3.0,3.0,7.3,Tân Triều,Thanh Trì,Hà Nội
32.0,3.0,,5.0,3.0,4.0,4.25,Thạch Bàn,Long Biên,Hà Nội
100.0,,,3.0,3.0,3.0,5.3,Phú Hòa,Thủ Dầu Một,Bình Dương
61.0,4.5,3.0,4.0,4.0,3.0,8.95,Vạn Phúc,Hà Đông,Hà Nội
30.0,4.2,3.0,5.0,3.0,3.0,6.4,Vạn Phúc,Hà Đông,Hà Nội
120.0,5.2,5.0,2.0,2.0,1.0,5.2,Thống Nhất,Biên Hòa,Đồng Nai
151.0,,,2.0,2.0,3.0,5.6,6,Quận 8,Hồ Chí Minh
53.0,3.5,7.0,5.0,8.0,5.0,8.8,Đại Mỗ,Nam Từ Liêm,Hà Nội
78.0,6.0,,,,,7.0,Kỳ Bá,Thái Bình,Thái Bình
62.44,,,2.0,3.0,4.0,8.3,3,Phú Nhuận,Hồ Chí Minh
55.0,5.0,4.0,2.0,1.0,1.0,7.5,Vĩnh Tuy,Hai Bà Trưng,Hà Nội
123.0,,,,,,4.3,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng
43.0,,,2.0,2.0,2.0,1.98,An Phú,Thuận An,Bình Dương
100.0,4.0,,2.0,3.0,2.0,9.0,5,Gò Vấp,Hồ Chí Minh
100.0,3.5,24.0,3.0,3.0,2.0,8.2,Yên Thường,Gia Lâm,Hà Nội
70.0,5.0,12.0,3.0,,,5.7,Bãi Cháy,Hạ Long,Quảng Ninh
100.0,,,,,,8.5,Cát Lái,Quận 2,Hồ Chí Minh
72.0,,,,,,7.9,Long Hưng,Văn Giang,Hưng Yên
64.0,4.0,16.0,3.0,4.0,4.0,10.0,14,Quận 8,Hồ Chí Minh
75.0,,,,,,8.4,Vĩnh Niệm,Lê Chân,Hải Phòng
40.0,4.0,4.0,5.0,4.0,5.0,9.2,13,Phú Nhuận,Hồ Chí Minh
100.0,5.0,12.0,1.0,2.0,1.0,7.8,Phú Hữu,Quận 9,Hồ Chí Minh
82.5,5.0,12.0,3.0,3.0,3.0,9.3,Phú Hữu,Quận 9,Hồ Chí Minh
53.28,3.3,60.0,1.0,1.0,1.0,8.2,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh
64.0,8.0,4.5,4.0,5.0,5.0,8.5,8,Phú Nhuận,Hồ Chí Minh
65.6,4.5,,2.0,3.0,3.0,5.9,Long Trường,Quận 9,Hồ Chí Minh
45.0,3.8,3.3,4.0,5.0,3.0,3.99,Vĩnh Quỳnh,Thanh Trì,Hà Nội
100.0,5.0,6.0,3.0,4.0,4.0,7.2,Linh Đông,Thủ Đức,Hồ Chí Minh
201.0,,,,,,8.8,Bình Hưng Hòa B,Bình Tân,Hồ Chí Minh
30.3,4.6,,3.0,2.0,2.0,3.2,Kiến Hưng,Hà Đông,Hà Nội
71.2,4.5,8.0,3.0,4.0,4.0,4.8,Tân Đông Hiệp,Dĩ An,Bình Dương
50.0,6.0,13.0,,,,6.9,Tây Mỗ,Nam Từ Liêm,Hà Nội
35.0,3.7,3.0,7.0,4.0,5.0,9.0,Cầu Diễn,Nam Từ Liêm,Hà Nội
77.5,5.0,11.5,3.0,4.0,4.0,4.6,12,Vũng Tàu,Bà Rịa Vũng Tàu
120.0,6.0,56.0,3.0,4.0,3.0,8.6,Phù Chẩn,Từ Sơn,Bắc Ninh
30.0,,,4.0,2.0,3.0,3.7,Tân Mai,Hoàng Mai,Hà Nội
42.5,8.5,4.0,4.0,3.0,3.0,5.95,6,Gò Vấp,Hồ Chí Minh
72.0,,,,,,7.9,Nghĩa Trụ,Văn Giang,Hưng Yên
103.0,,5.0,1.0,2.0,2.0,5.3,Phước Long B,Quận 9,Hồ Chí Minh
45.0,4.0,4.0,4.0,4.0,4.0,7.0,Kim Liên,Đống Đa,Hà Nội
114.0,4.5,8.0,2.0,3.0,2.0,2.5,Thạnh Phước,Tân Uyên,Bình Dương
116.0,,,2.0,6.0,3.0,9.0,Sơn Kỳ,Tân Phú,Hồ Chí Minh
83.0,5.4,,3.0,,,9.5,Tam Hiệp,Thanh Trì,Hà Nội
70.0,7.2,,,,,3.2,Nếnh,Việt Yên,Bắc Giang.
90.0,,6.0,1.0,,,8.9,5,Gò Vấp,Hồ Chí Minh
52.0,,,3.0,4.0,5.0,6.1,Tân Phú,Quận 7,Hồ Chí Minh
100.0,6.0,15.0,3.0,6.0,5.0,6.46,Phù Chẩn,Từ Sơn,Bắc Ninh
41.0,3.06,,2.0,2.0,1.0,3.0,Phú Thuận,Quận 7,Hồ Chí Minh
93.0,,3.0,3.0,4.0,2.0,4.26,Mỹ Hưng,Thanh Oai,Hà Nội
73.0,4.1,12.0,3.0,3.0,3.0,8.8,Tân Thành,Tân Phú,Hồ Chí Minh
68.0,4.3,7.0,4.0,3.0,3.0,9.4,14,Tân Bình,Hồ Chí Minh
56.0,,10.0,4.0,5.0,5.0,5.79,Hiệp Thành,Quận 12,Hồ Chí Minh
36.0,,,5.0,,,6.5,Kim Mã,Ba Đình,Hà Nội
35.0,,,3.0,3.0,4.0,1.92,Phụng Châu,Chương Mỹ,Hà Nội
71.0,4.7,4.0,4.0,4.0,4.0,6.5,14,Quận 6,Hồ Chí Minh
69.2,,,2.0,6.0,3.0,6.49,5,Phú Nhuận,Hồ Chí Minh
13.5,,,5.0,3.0,3.0,5.4,Hàng Trống,Hoàn Kiếm,Hà Nội
100.0,5.0,7.5,3.0,3.0,4.0,7.95,Khuê Trung,Cẩm Lệ,Đà Nẵng
64.5,4.0,6.0,4.0,6.0,4.0,8.5,Tứ Liên,Tây Hồ,Hà Nội
125.0,10.0,4.0,3.0,5.0,6.0,8.3,9,Đà Lạt,Lâm Đồng
50.0,5.0,2.0,4.0,5.0,3.0,7.65,Tương Mai,Hoàng Mai,Hà Nội
150.0,,30.0,2.0,3.0,2.0,3.9,4,Trà Vinh,Trà Vinh
43.0,3.5,15.0,2.0,2.0,2.0,3.9,Khuê Trung,Cẩm Lệ,Đà Nẵng
53.8,4.5,8.0,4.0,3.0,3.0,4.7,Trường Thạnh,Thủ Đức,Hồ Chí Minh
150.0,10.0,16.0,2.0,3.0,3.0,8.6,An Thạnh,Bến Lức,Long An
32.0,,,2.0,2.0,2.0,3.75,14,Gò Vấp,Hồ Chí Minh
107.1,,,3.0,3.0,4.0,3.8,Phú Thạnh,Nhơn Trạch,Đồng Nai
45.0,4.0,7.0,4.0,4.0,4.0,9.5,Quang Trung,Hà Đông,Hà Nội
30.0,3.66,,5.0,3.0,4.0,6.45,La Khê,Hà Đông,Hà Nội
56.0,6.0,30.0,1.0,1.0,1.0,7.0,Dương Xá,Gia Lâm,Hà Nội
42.2,,4.0,2.0,2.0,2.0,2.35,5,Gò Vấp,Hồ Chí Minh
60.0,4.0,7.0,3.0,4.0,3.0,4.85,Bình Hưng Hòa B,Bình Tân,Hồ Chí Minh
74.0,4.0,10.0,3.0,4.0,4.0,6.05,Thạnh Xuân,Quận 12,Hồ Chí Minh
82.0,5.0,5.0,3.0,3.0,4.0,7.5,Tăng Nhơn Phú B,Thủ Đức,Hồ Chí Minh
45.0,4.2,5.0,2.0,,,3.5,Kiêu Kỵ,Gia Lâm,Hà Nội
62.0,10.0,,4.0,4.0,3.0,9.5,Ngọc Khánh,Ba Đình,Hà Nội
97.0,7.0,7.5,2.0,4.0,4.0,5.3,An Khê,Thanh Khê,Đà Nẵng
106.0,5.3,,3.0,4.0,4.0,4.8,Hòa Phát,Cẩm Lệ,Đà Nẵng
130.0,4.4,16.0,1.0,3.0,1.0,8.5,Linh Trung,Thủ Đức,Hồ Chí Minh
160.0,5.0,14.0,1.0,,,9.5,Tân Chánh Hiệp,Quận 12,Hồ Chí Minh
57.0,,,4.0,4.0,4.0,8.3,Phúc La,Hà Đông,Hà Nội
48.0,5.0,4.0,3.0,3.0,3.0,2.4, Đằng Hải,Hải An,Hải Phòng
45.0,6.2,,4.0,4.0,,7.2,Hàng Bột,Đống Đa,Hà Nội
120.0,6.0,5.5,1.0,3.0,,3.59,An Đồng,An Dương,Hải Phòng
30.4,4.0,3.0,5.0,3.0,4.0,5.48,Mỹ Đình 1,Nam Từ Liêm,Hà Nội
60.5,4.5,4.0,3.0,3.0,2.0,4.25,Thắng Nhì,Vũng Tàu,Bà Rịa Vũng Tàu
40.0,4.5,3.0,3.0,3.0,3.0,6.4,Mỹ Đình 1,Nam Từ Liêm,Hà Nội
56.0,4.0,13.0,5.0,5.0,5.0,7.7,Nghĩa Trụ,Văn Giang,Hưng Yên
36.0,,,4.0,3.0,4.0,2.8,An Khánh,Hoài Đức,Hà Nội.
36.0,,,5.0,4.0,4.0,1.86,Phụng Châu,Chương Mỹ,Hà Nội
44.0,15.0,15.0,,3.0,3.0,4.7,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh
95.0,10.0,,3.0,5.0,5.0,9.6,La Khê,Hà Đông,Hà Nội
90.0,,,3.0,4.0,4.0,9.0,Hòa Phú,Thủ Dầu Một,Bình Dương
100.0,5.0,30.0,4.0,4.0,4.0,8.8,Phú Hữu,Quận 9,Hồ Chí Minh
25.0,,,3.0,2.0,3.0,3.78,5,Gò Vấp,Hồ Chí Minh
283.0,,,1.0,6.0,4.0,9.0,Thạnh Xuân,Quận 12,Hồ Chí Minh
42.0,3.6,,5.0,,,9.6,Bưởi,Tây Hồ,Hà Nội
64.0,,,4.0,4.0,5.0,8.6,5,Bình Thạnh,Hồ Chí Minh
86.6,5.5,,3.0,5.0,7.0,9.8,Tân Kiên,Bình Chánh,Hồ Chí Minh
60.0,4.0,5.0,2.0,2.0,2.0,2.55,6,Bình Thạnh,Hồ Chí Minh
65.0,5.0,,5.0,4.0,4.0,6.8,16,Quận 8,Hồ Chí Minh
60.0,,,4.0,,,8.4,Long Biên,Long Biên,Hà Nội
100.0,5.0,17.0,5.0,,,10.0,Di Trạch,Hoài Đức,Hà Nội
